product_name,stars,rating,reviews,curr_price,mrp,processor,ram,image
HP Chromebook x360 Intel Celeron Quad Core,3.8,162,19,18990,31156,Intel Celeron Quad Core Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kzogn0w0/computer/j/u/m/14a-ca0504tu-thin-and-light-laptop-hp-original-imagbmt6dsjhwwhz.jpeg?q=70
ASUS Chromebook Touch Intel Celeron Dual Core,3.9,1341,170,17990,29990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/l2jcccw0/computer/6/m/g/-original-imagdv4fkhthwyzb.jpeg?q=70
ASUS Vivobook 15 Core i3 11th Gen,4,55,8,37990,52990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/w/f/vivobook-15-notebook-asus-original-imaggtnyqf5ctfjb.jpeg?q=70
HP 15s (2023) Ryzen 3 Dual Core 3250U,4.2,2093,204,35490,39995,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/6/i/-original-imaggshd5zgfe8ev.jpeg?q=70
ASUS Chromebook Celeron Dual Core,3.6,419,53,13990,24990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kwnv6a80/computer/9/c/i/-original-imag9aajekwegabt.jpeg?q=70
DELL Inspiron 3000 Core i3 11th Gen,3.3,3,0,38990,54990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kubk70w0/computer/w/q/e/inspiron-3511-laptop-dell-original-imag7guhghwehqbf.jpeg?q=70
HP Core i3 11th Gen,4.3,1329,111,36650,45590,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kyt0ya80/computer/l/c/3/-original-imagaybuzkt95gmf.jpeg?q=70
Acer Aspire 3 Dual Core 3020e,4.1,896,86,22900,34990,AMD Dual Core Processor,4 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/h/u/b/-original-imagg2vnsrgrfkmz.jpeg?q=70
Lenovo IdeaPad 3 Intel Core i3 10th Gen,4.3,827,80,37990,54990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,1507,467,13990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
Primebook 4G enabled Android based MediaTek MT8788,4,21,5,14990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/d/u/s-4g-thin-and-light-laptop-primebook-original-imagraab4g5uh39r.jpeg?q=70
Lenovo Ryzen 5 Hexa Core 5500U,3,5,0,41490,68400,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/g/f/3/tb15-g3-acl-thin-and-light-laptop-lenovo-original-imagq9k9ddbsnz6b.jpeg?q=70
ASUS VivoBook 15 (2022) Core i3 10th Gen,4.2,527,65,34990,49990,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/1/7/-original-imag3ebnzawky4kn.jpeg?q=70
HP Ryzen 3 Quad Core 5300U,4.2,2651,287,35890,47147,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/u/6/-original-imagp7pfd65hfses.jpeg?q=70
AXL Celeron Dual Core,3.7,47,7,15999,31990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/b/q/axl-vayu-book-thin-and-light-laptop-axl-original-imagrehvpjhwkdcd.jpeg?q=70
ASUS Vivobook 15 Core i5 11th Gen,4.2,377,31,47990,69990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/h/v/-original-imagq9hcmgg3etg8.jpeg?q=70
DELL Vostro Core i3 11th Gen,4.2,12,1,42907,44427,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kzygpzk0/computer/u/n/j/vostro-3400-thin-and-light-laptop-dell-original-imagbuusnyzeqsjh.jpeg?q=70
realme Book Prime Core i5 11th Gen,3.9,105,12,47999,69999,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/i/i/cloudpro002-thin-and-light-laptop-realme-original-imagzbmenjqyyyxm.jpeg?q=70
HP Ryzen 5 Quad Core R5 5500,4.3,3,0,41490,48146,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/9/v/w/245-g8-business-laptop-hp-original-imagn4bctguugysg.jpeg?q=70
HP Celeron Dual Core,4,1885,260,18990,33390,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/w/r/-original-imagrs2bqaczkcty.jpeg?q=70
HP Chromebook x360 Intel Celeron Quad Core,3.8,162,19,18990,31156,Intel Celeron Quad Core Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kzogn0w0/computer/j/u/m/14a-ca0504tu-thin-and-light-laptop-hp-original-imagbmt6dsjhwwhz.jpeg?q=70
DELL Inspiron Ryzen 3 Dual Core 3250U,3.9,9,0,36690,50132,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kwl0akw0/computer/f/t/r/inspiron-3511-thin-and-light-laptop-dell-original-imag98fjy6yu6fgz.jpeg?q=70
HP Ryzen 5 Hexa Core 5500U,4.3,2754,256,42490,55691,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/p/9/-original-imagp7pfnchrzxhr.jpeg?q=70
HP 15s (2023) Ryzen 3 Dual Core 3250U,4.2,2093,204,35490,39995,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/6/i/-original-imaggshd5zgfe8ev.jpeg?q=70
ASUS Chromebook Celeron Dual Core,3.6,419,53,13990,24990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kwnv6a80/computer/9/c/i/-original-imag9aajekwegabt.jpeg?q=70
DELL Vostro Core i3 11th Gen,4.1,851,58,41990,59782,Processor: Intel i3-1115G4 (Base- 1.7 GHz & Turbo up to 4.10 GHz) 2 Cores,RAM & Storage: 8GB DDR4 & 1TB HDD + 256GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/o/u/-original-imaghkk994ybh4fh.jpeg?q=70
ASUS Celeron Dual Core 10th Gen,2.6,5,1,23890,36990,Intel Celeron Dual Core Processor (10th Gen),4 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/f/e/eeebook-14-business-laptop-asus-original-imagkpxfe865cmes.jpeg?q=70
HP Ryzen 3 Dual Core 3250U,4.3,4039,412,33790,46052,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/s/m/-original-imagp8xz44khnqw2.jpeg?q=70
DELL Core i3 12th Gen,3.8,53,9,49999,60000,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/l1fc0i80/computer/9/5/r/inspiron-3525-thin-and-light-laptop-dell-original-imagczzfezyd7tqs.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,1507,467,13990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
Primebook 4G enabled Android based MediaTek MT8788,4,21,5,14990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/d/u/s-4g-thin-and-light-laptop-primebook-original-imagraab4g5uh39r.jpeg?q=70
Lenovo IdeaPad 3 Intel Core i3 11th Gen,0,0,0,39650,54990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/ksuowi80/screen-guard/tempered-glass/s/b/y/lenovo-ideapad-slim-3-2021-11th-gen-intel-core-i5-15-6-original-imag6c6j77gcv3vu.jpeg?q=70
DELL Core i3 12th Gen,4.1,305,31,41990,62481,Processor: Intel i3-1215U (Base- 0.9 GHz & Turbo up to 4.40 GHz) 6 Cores,RAM & Storage: 8GB DDR4 & 512GB SSD,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/o/s/-original-imaghzah9mjvukjz.jpeg?q=70
HP Ryzen 3 Quad Core 5300U,4.2,2651,287,35890,47147,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/u/6/-original-imagp7pfd65hfses.jpeg?q=70
RedmiBook Pro Core i5 11th Gen,4.1,6255,693,37990,59999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kuwzssw0/computer/x/l/a/redmibook-15-pro-thin-and-light-laptop-redmi-original-imag7xhnakyazyma.jpeg?q=70
CHUWI Core i3 10th Gen,4.3,94,21,24990,49990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/s/3/-original-imagr93z7hudmgwf.jpeg?q=70
DELL 3520 Core i3 11th Gen,0,0,0,38990,40000,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/k/a/dell-latitude-3520-core-i3-1115g4-8gb-ram-512gb-ssd-15-6-hd-original-imagrued6grgeh3n.jpeg?q=70
DELL Inspiron Core i5 11th Gen,4.3,20,4,49890,90783,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/ko8xtow0/computer/j/q/r/na-thin-and-light-laptop-dell-original-imag2qm3x6zhexrf.jpeg?q=70
HP Laptop Ryzen 3 Quad Core 5300U,4.3,25,4,40390,50565,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/i/e/-original-imagp8xzbjdmdzdr.jpeg?q=70
AXL Celeron Dual Core,3.7,47,7,15999,31990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/b/q/axl-vayu-book-thin-and-light-laptop-axl-original-imagrehvpjhwkdcd.jpeg?q=70
realme Book (Slim) Core i3 11th Gen,4.4,14488,2071,36999,54999,Stylish & Portable Thin and Light Laptop,14 inch 2K QHD, IPS LCD Display ( 400nits peak brightness, 100% sRGB, 3:2 aspect ratio, Full Vision Display),https://rukminim2.flixcart.com/image/312/312/ksez24w0/computer/h/8/9/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgcstmjbxg.jpeg?q=70
ASUS Core i3 11th Gen,4.1,7,0,35590,49990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/q/3/vivobook-15-laptop-asus-original-imagp3fg3vwyufjt.jpeg?q=70
HP Core i3 11th Gen,0,0,0,42990,45410,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/9/z/c/15s-fq2670tu-thin-and-light-laptop-hp-original-imagkzp3qhqfqfsx.jpeg?q=70
HP Celeron Dual Core,4,1885,260,18990,33390,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/w/r/-original-imagrs2bqaczkcty.jpeg?q=70
HP Chromebook x360 Intel Celeron Quad Core,3.8,162,19,18990,31156,Intel Celeron Quad Core Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kzogn0w0/computer/j/u/m/14a-ca0504tu-thin-and-light-laptop-hp-original-imagbmt6dsjhwwhz.jpeg?q=70
HP 250 G8 Core i3 11th Gen,3.7,132,12,32990,41208,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/9/v/w/245-g8-business-laptop-hp-original-imagn4bctguugysg.jpeg?q=70
ASUS Vivobook 14 Core i3 11th Gen,4.2,14,3,37990,49990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/r/3/-original-imagpxgqpggsx6tm.jpeg?q=70
HP Intel Core i3 10th Gen,4.3,1478,139,46990,47990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/l/p/-original-imagp7pfjzskhwan.jpeg?q=70
Acer Aspire 3 Dual Core 3020e,4.1,896,86,24990,34990,AMD Dual Core Processor,4 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/h/u/b/-original-imagg2vnsrgrfkmz.jpeg?q=70
HP 15s (2023) Ryzen 3 Dual Core 3250U,4.2,2093,204,35490,39995,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/6/i/-original-imaggshd5zgfe8ev.jpeg?q=70
ASUS Chromebook Celeron Dual Core,3.6,419,53,13990,24990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kwnv6a80/computer/9/c/i/-original-imag9aajekwegabt.jpeg?q=70
HP G8 Ryzen 3 Dual Core AMD Ryzen 3 3250U,4.2,323,14,28990,40528,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/q/o/245-g8-business-laptop-hp-original-imagjdywrx9g8yph.jpeg?q=70
HP Athlon Dual Core 3050U,4.1,1801,154,26990,36359,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/o/n/-original-imagp8xyz7kr5dhf.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,1507,467,13990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
Primebook 4G enabled Android based MediaTek MT8788,4,21,5,14990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/d/u/s-4g-thin-and-light-laptop-primebook-original-imagraab4g5uh39r.jpeg?q=70
Acer Extensa Core i3 11th Gen,4.1,9,1,36990,48999,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/y/l/-original-imagnpcezv5dfdew.jpeg?q=70
DELL Core i3 11th Gen,4.1,119,12,36990,55999,Processor: Intel i3-1115G4 (Base- 1.70 GHz & Turbo up to 4.10 GHz) 2 Cores,RAM & Storage: 8GB DDR4 & 256GB SSD,https://rukminim2.flixcart.com/image/312/312/l4x2rgw0/computer/m/n/n/vostro-3420-notebook-dell-original-imagfpq37h38xebf.jpeg?q=70
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7778,1024,47999,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,https://rukminim2.flixcart.com/image/312/312/ksez24w0/computer/v/b/y/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgw27k4tbb.jpeg?q=70
Avita SATUS S111 Celeron Dual Core,3.7,1236,153,16490,29990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/l2qhjm80/computer/f/8/i/-original-imageye8rydawpxz.jpeg?q=70
HP Ryzen 3 Quad Core 5300U,4.2,2651,287,35890,47147,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/u/6/-original-imagp7pfd65hfses.jpeg?q=70
RedmiBook Pro Core i5 11th Gen,4.1,6255,693,37990,59999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kuwzssw0/computer/x/l/a/redmibook-15-pro-thin-and-light-laptop-redmi-original-imag7xhnakyazyma.jpeg?q=70
Lenovo IdeaPad 3 Intel Core i3 11th Gen,4.1,31,2,38000,57990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/m/w/-original-imagg5jscr4hcuqc.jpeg?q=70
ASUS VivoBook 15 Ryzen 3 Dual Core AMD R3,4.3,1677,227,26990,42990,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/1/7/-original-imag3ebnzawky4kn.jpeg?q=70
AXL Celeron Dual Core,3.7,47,7,15999,31990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/b/q/axl-vayu-book-thin-and-light-laptop-axl-original-imagrehvpjhwkdcd.jpeg?q=70
realme Book (Slim) Core i3 11th Gen,4.4,14488,2071,36999,54999,Stylish & Portable Thin and Light Laptop,14 inch 2K QHD, IPS LCD Display ( 400nits peak brightness, 100% sRGB, 3:2 aspect ratio, Full Vision Display),https://rukminim2.flixcart.com/image/312/312/ksez24w0/computer/h/8/9/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgcstmjbxg.jpeg?q=70
HP Intel Core i5 11th Gen,4.3,1455,101,49590,56903,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/a/8/-original-imagp7pf86vm9mmj.jpeg?q=70
HP G8 Ryzen 3 Dual Core AMD Ryzen™ 3 processor 3250U,0,0,0,28990,35208,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/f/8/255-g8-notebook-hp-original-imagq6emcferpkfx.jpeg?q=70
Infinix INBook X2 Plus Core i3 11th Gen,4.2,614,108,33990,49990,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/e/n/-original-imagjfgfjnwnq89g.jpeg?q=70
HP 15s Intel Core i3 11th Gen,4.1,323,22,41299,53900,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/i/l/-original-imagp8xzgkazpzv3.jpeg?q=70
HP Celeron Dual Core,4,1885,260,18990,33390,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/w/r/-original-imagrs2bqaczkcty.jpeg?q=70
HP Chromebook x360 Intel Celeron Quad Core,3.8,162,19,18990,31156,Intel Celeron Quad Core Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kzogn0w0/computer/j/u/m/14a-ca0504tu-thin-and-light-laptop-hp-original-imagbmt6dsjhwwhz.jpeg?q=70
HP 250 G8 Core i3 11th Gen,3.7,132,12,32990,41208,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/9/v/w/245-g8-business-laptop-hp-original-imagn4bctguugysg.jpeg?q=70
HP 247 G8 Athlon Dual Core AMD Athlon P3045B,3.9,89,6,23990,33267,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/z/q/247-g8-notebook-thin-and-light-laptop-hp-original-imagp2hsfejychux.jpeg?q=70
HP 15s (2023) Ryzen 3 Dual Core 3250U,4.2,2093,204,35490,39995,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/6/i/-original-imaggshd5zgfe8ev.jpeg?q=70
ASUS Chromebook Celeron Dual Core,3.6,419,53,13990,24990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kwnv6a80/computer/9/c/i/-original-imag9aajekwegabt.jpeg?q=70
DELL Vostro Ryzen 3 Quad Core 5425U,0,0,0,37990,50852,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/j/s/vostro-3425-thin-and-light-laptop-dell-original-imagjhbg6gyyc5j8.jpeg?q=70
DELL Core i3 10th Gen,3.5,102,17,37990,47398,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70
ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,4.3,541,63,40800,58990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/v/i/-original-imagpxgrjzehaxng.jpeg?q=70
Infinix X1 Slim Series Core i3 10th Gen,4.2,1064,185,35990,49999,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/l44hyfk0/computer/q/3/9/-original-imagf39qg32keh2h.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788,4.1,1507,467,13990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
Primebook 4G enabled Android based MediaTek MT8788,4,21,5,14990,27990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/d/u/s-4g-thin-and-light-laptop-primebook-original-imagraab4g5uh39r.jpeg?q=70
DELL Core i3 11th Gen,4.1,119,12,36990,55999,Processor: Intel i3-1115G4 (Base- 1.70 GHz & Turbo up to 4.10 GHz) 2 Cores,RAM & Storage: 8GB DDR4 & 256GB SSD,https://rukminim2.flixcart.com/image/312/312/l4x2rgw0/computer/m/n/n/vostro-3420-notebook-dell-original-imagfpq37h38xebf.jpeg?q=70
ASUS Core i3 13th Gen,4.8,4,0,44669,59500,Intel Core i3 Processor (13th Gen),8 GB DDR5 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/i/t/vivobook-15-2023-laptop-asus-original-imagp4qhapzhzds6.jpeg?q=70
HP Ryzen 3 Quad Core 5300U,4.2,2651,287,35890,47147,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/u/6/-original-imagp7pfd65hfses.jpeg?q=70
AXL Celeron Dual Core,3.7,47,7,15999,31990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/b/q/axl-vayu-book-thin-and-light-laptop-axl-original-imagrehvpjhwkdcd.jpeg?q=70
HP 247 G8 Ryzen 5 Dual Core AMD Ryzen 5 3500U,3.8,13,4,32290,63426,AMD Ryzen 5 Dual Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/1/2/245-g8-notebook-hp-original-imagnyeszwpsmabc.jpeg?q=70
DELL Core i3 11th Gen,0,0,0,40500,60458,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kvjuufk0/computer/q/x/p/dell-inspiron-3511-laptop-dell-original-imag8f4mtwunagev.jpeg?q=70
DELL Ryzen 3 Quad Core 5425U,4.3,184,30,41568,50837,Processor: R3-5425U (2.70 GHz up to 4.1 GHz),RAM & Storage: 8GB DDR4 & 256GB SSD,https://rukminim2.flixcart.com/image/312/312/l45xea80/computer/m/q/7/vostro-3425-thin-and-light-laptop-dell-original-imagf4mth22ydgqs.jpeg?q=70
HP G8 Series Core i5 11th Gen,3.7,12,1,48990,64947,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/b/y/hp-240-g8-notebook-business-laptop-hp-original-imagmu7xv5drcjqt.jpeg?q=70
realme Book (Slim) Core i3 11th Gen,4.4,14488,2071,36999,54999,Stylish & Portable Thin and Light Laptop,14 inch 2K QHD, IPS LCD Display ( 400nits peak brightness, 100% sRGB, 3:2 aspect ratio, Full Vision Display),https://rukminim2.flixcart.com/image/312/312/ksez24w0/computer/h/8/9/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgcstmjbxg.jpeg?q=70
HP Chromebook MediaTek Kompanio 500,3.8,6530,728,19990,25451,MediaTek MediaTek Kompanio 500 Processor,4 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/2/m/e/-original-imagkqwzw9cdvgj2.jpeg?q=70
DELL Inspiron Ryzen 3 Dual Core 3250U,4,100,6,37790,54400,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/l1mh7rk0/computer/z/t/0/inspiron-3515-notebook-dell-original-imagd5jzfjyuze5g.jpeg?q=70
Lenovo Ryzen 3 Hexa Core 5300U,4.2,17,3,37999,70650,AMD Ryzen 3 Hexa Core Processor,8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/2/t/thinkbook-15-g3-thin-and-light-laptop-lenovo-original-imaghqytqaydcgy2.jpeg?q=70
HP Celeron Dual Core,4,1885,263,18990,33390,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/w/r/-original-imagrs2bqaczkcty.jpeg?q=70
RedmiBook Pro Core i5 11th Gen,4.1,6255,707,37990,59999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/kuwzssw0/computer/x/l/a/redmibook-15-pro-thin-and-light-laptop-redmi-original-imag7xhnakyazyma.jpeg?q=70
Infinix INBook X1 Core i3 10th Gen,4.2,6015,1041,37999,49999,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,https://rukminim2.flixcart.com/image/312/312/kw104nk0/computer/r/c/6/inbook-x1-pro-thin-and-light-laptop-infinix-original-imag8shwc4mzhyks.jpeg?q=70
Lenovo IdeaPad 3 Intel Core i3 11th Gen,0,0,0,37000,59990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/f/f/ideapad-3-15itl05-81x800hyin-laptop-lenovo-original-imagmv6xnag4w4hk.jpeg?q=70
DELL Vostro Core i3 11th Gen,4,36,5,37990,56700,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,https://rukminim2.flixcart.com/image/312/312/l4x2rgw0/computer/m/n/n/vostro-3420-notebook-dell-original-imagfpq37h38xebf.jpeg?q=70
